time_min,T_air_room1_degC,T_prod_room1_degC,T_setpoint_room1_degC,door_open_room1,cooling_allocated_room1_W,T_air_room2_degC,T_prod_room2_degC,T_setpoint_room2_degC,door_open_room2,cooling_allocated_room2_W,T_air_room3_degC,T_prod_room3_degC,T_setpoint_room3_degC,door_open_room3,cooling_allocated_room3_W,T_air_room4_degC,T_prod_room4_degC,T_setpoint_room4_degC,door_open_room4,cooling_allocated_room4_W,T_air_room5_degC,T_prod_room5_degC,T_setpoint_room5_degC,door_open_room5,cooling_allocated_room5_W,P1_primary_W,P2_secondary_W,P3_freezer_W,P_total_fridge_W,P_total_W
8394,3.0255,3.039,3.0,0,63.86,3.9599,4.0095,4.0,0,0.0,2.0059,2.0883,2.0,0,14.71,5.1269,5.1445,5.0,0,317.32,-15.7637,-15.0401,-15.0,0,0.0,395.89,0.0,0.0,395.89,395.89
8395,3.0555,3.0371,3.0,0,138.81,3.9878,4.0107,4.0,0,0.0,1.9764,2.0863,2.0,0,0.0,5.1181,5.1414,5.0,0,295.28,-15.6576,-15.0625,-15.0,0,0.0,434.09,0.0,0.0,434.09,434.09
8396,3.1338,3.0345,3.0,0,334.58,3.9822,4.0082,4.0,0,0.0,1.8781,2.0819,2.0,0,0.0,5.1239,5.1444,5.0,0,309.78,-15.505,-15.082,-15.0,0,0.0,644.35,0.0,0.0,644.35,644.35
8397,3.1316,3.0355,3.0,0,329.1,4.021,4.0123,4.0,0,52.48,1.978,2.0778,2.0,0,0.0,5.1784,5.1447,5.0,0,445.95,-15.3364,-15.092,-15.0,0,0.0,827.53,0.0,0.0,827.53,827.53
8398,3.1532,3.0358,3.0,0,383.08,4.0058,4.0146,4.0,0,14.53,1.8899,2.0877,2.0,0,0.0,5.1048,5.1489,5.0,0,261.96,-15.2215,-15.0959,-15.0,0,0.0,659.57,0.0,0.0,659.57,659.57
8399,3.1003,3.0436,3.0,0,250.86,4.0496,4.0192,4.0,0,124.0,2.0212,2.0846,2.0,0,53.09,5.0425,5.151,5.0,0,106.23,-15.1564,-15.1106,-15.0,0,0.0,534.19,0.0,0.0,534.19,534.19
8400,3.0553,3.0444,3.0,0,138.36,3.97,4.0221,4.0,0,0.0,1.9823,2.0876,2.0,0,0.0,5.0262,5.1401,5.0,0,65.4,-15.1036,-15.1048,-15.0,0,0.0,203.76,0.0,0.0,203.76,203.76
8401,2.9957,3.0507,3.0,0,0.0,3.9797,4.0295,4.0,0,0.0,1.9888,2.081,2.0,0,0.0,5.0219,5.1482,5.0,0,54.8,-15.0436,-15.0946,-15.0,0,0.0,54.8,0.0,0.0,54.8,54.8
8402,2.9841,3.0607,3.0,0,0.0,4.0254,4.0324,4.0,0,63.4,1.9763,2.0782,2.0,0,0.0,5.0677,5.1418,5.0,0,169.3,-15.0628,-15.0968,-15.0,0,0.0,232.7,0.0,0.0,232.7,232.7
8403,2.9623,3.0575,3.0,0,0.0,4.0608,4.0278,4.0,0,151.9,1.9777,2.0764,2.0,0,0.0,5.1058,5.1412,5.0,0,264.53,-14.9422,-15.0987,-15.0,0,0.0,416.42,0.0,0.0,416.42,416.42
8404,2.9308,3.0525,3.0,0,0.0,4.0696,4.0381,4.0,0,174.06,2.1062,2.0795,2.0,0,265.56,5.1138,5.143,5.0,0,284.52,-14.903,-15.0981,-15.0,0,0.0,724.14,0.0,0.0,724.14,724.14
8405,2.9307,3.0539,3.0,0,0.0,4.0375,4.0363,4.0,0,93.64,2.1183,2.0757,2.0,0,295.68,5.135,5.1399,5.0,0,337.55,-14.8082,-15.09,-15.0,0,0.0,726.87,0.0,0.0,726.87,726.87
8406,3.0053,3.0617,3.0,0,13.34,4.0713,4.0385,4.0,0,178.37,2.0784,2.0683,2.0,0,196.04,5.1961,5.1448,5.0,0,490.16,-14.7064,-15.0916,-15.0,0,0.0,877.91,0.0,0.0,877.91,877.91
8407,3.1152,3.0644,3.0,0,287.95,4.0589,4.0294,4.0,0,147.28,2.1819,2.0782,2.0,0,454.74,5.1084,5.1419,5.0,0,271.1,-14.6661,-15.0766,-15.0,0,0.0,1161.08,0.0,0.0,1161.08,1161.08
8408,3.0573,3.0669,3.0,0,143.37,4.1088,4.0397,4.0,0,272.04,2.1906,2.0868,2.0,0,476.53,5.1141,5.1479,5.0,0,285.33,-14.6482,-15.0607,-15.0,0,0.0,1177.27,0.0,0.0,1177.27,1177.27
8409,3.0661,3.0677,3.0,0,165.3,4.1562,4.0446,4.0,0,390.48,2.0988,2.0843,2.0,0,246.88,5.1639,5.1431,5.0,0,409.7,-14.6906,-15.0269,-15.0,1,0.0,1212.35,0.0,0.0,1212.35,1212.35
8410,3.0814,3.0684,3.0,0,203.58,4.1907,4.0532,4.0,0,476.63,2.0861,2.0899,2.0,0,215.3,5.0422,5.1368,5.0,0,105.44,-14.2726,-15.0135,-15.0,0,2000.0,1000.95,0.0,2000.0,1000.95,3000.95
8411,3.0327,3.0608,3.0,0,81.84,4.1979,4.0472,4.0,0,494.74,2.0512,2.0938,2.0,0,127.95,5.066,5.1325,5.0,0,165.07,-14.564,-14.992,-15.0,0,2000.0,869.6,0.0,2000.0,869.6,2869.6
8412,3.1231,3.0596,3.0,0,307.7,4.2348,4.0411,4.0,0,586.98,2.1659,2.0885,2.0,0,414.83,5.0426,5.1335,5.0,0,106.61,-14.8618,-14.9795,-15.0,0,2000.0,1416.13,0.0,2000.0,1416.13,3416.13
8413,3.2037,3.0595,3.0,0,509.2,4.2104,4.0354,4.0,0,526.06,2.0563,2.086,2.0,0,140.63,4.9593,5.1358,5.0,0,0.0,-15.2,-14.9827,-15.0,0,2000.0,1175.89,0.0,2000.0,1175.89,3175.89
8414,3.1289,3.0627,3.0,0,322.34,4.0925,4.0425,4.0,0,231.34,2.0847,2.0878,2.0,0,211.75,5.0363,5.1276,5.0,0,90.72,-15.5647,-14.9892,-15.0,0,0.0,856.16,0.0,0.0,856.16,856.16
8415,3.0783,3.0599,3.0,0,195.79,4.0988,4.0369,4.0,0,246.94,2.1113,2.0775,2.0,0,278.37,5.0753,5.1204,5.0,0,188.17,-15.3546,-15.0081,-15.0,0,0.0,909.27,0.0,0.0,909.27,909.27
8416,3.0987,3.059,3.0,0,246.76,4.1367,4.0422,4.0,0,341.68,2.113,2.0768,2.0,0,282.41,5.122,5.1224,5.0,0,304.96,-15.2063,-15.0223,-15.0,0,0.0,1175.82,0.0,0.0,1175.82,1175.82
8417,2.9853,3.0563,3.0,0,0.0,4.0954,4.0541,4.0,0,238.45,2.0588,2.0818,2.0,0,147.05,5.1544,5.124,5.0,0,385.99,-15.0692,-15.0289,-15.0,0,0.0,771.49,0.0,0.0,771.49,771.49
8418,3.0058,3.0576,3.0,0,14.51,4.1563,4.0586,4.0,0,390.81,2.0751,2.0856,2.0,0,187.78,5.0838,5.1213,5.0,0,209.53,-14.9116,-15.0198,-15.0,0,0.0,802.63,0.0,0.0,802.63,802.63
8419,2.9539,3.0424,3.0,0,0.0,4.0637,4.0625,4.0,0,159.31,2.0917,2.0785,2.0,0,229.2,5.1016,5.1216,5.0,0,253.99,-14.8534,-15.0055,-15.0,0,0.0,642.5,0.0,0.0,642.5,642.5
8420,3.0997,3.0332,3.0,0,249.31,4.0888,4.0668,4.0,0,221.96,2.0626,2.086,2.0,0,156.42,5.1134,5.1136,5.0,0,283.59,-14.7801,-14.9885,-15.0,0,0.0,911.28,0.0,0.0,911.28,911.28
8421,3.1794,3.0396,3.0,0,448.53,4.045,4.0665,4.0,0,112.45,1.9936,2.0914,2.0,0,0.0,5.1145,5.1045,5.0,0,286.32,-14.7073,-14.9847,-15.0,0,0.0,847.31,0.0,0.0,847.31,847.31
8422,3.1923,3.0435,3.0,0,480.7,4.0621,4.0627,4.0,0,155.19,2.0551,2.0893,2.0,0,137.73,5.1502,5.0946,5.0,0,375.44,-14.6083,-14.9661,-15.0,0,0.0,1149.05,0.0,0.0,1149.05,1149.05
8423,3.1162,3.0458,3.0,0,290.5,4.119,4.0654,4.0,0,297.47,2.0272,2.0953,2.0,0,67.95,5.0608,5.0988,5.0,0,151.9,-14.5227,-14.9489,-15.0,0,0.0,807.81,0.0,0.0,807.81,807.81
8424,3.0459,3.049,3.0,0,114.73,4.0903,4.0722,4.0,0,225.68,2.1051,2.0908,2.0,0,262.77,4.9836,5.0943,5.0,0,0.0,-14.4408,-14.9349,-15.0,0,2000.0,603.19,0.0,2000.0,603.19,2603.19
8425,2.9724,3.0419,3.0,0,0.0,4.0834,4.0794,4.0,0,208.41,2.2073,2.0896,2.0,0,518.16,5.1103,5.0987,5.0,0,275.83,-14.8029,-14.9208,-15.0,0,2000.0,1002.4,0.0,2000.0,1002.4,3002.4
8426,3.0134,3.0415,3.0,0,33.6,4.1135,4.073,4.0,0,283.68,2.0766,2.0904,2.0,0,191.57,5.0999,5.0972,5.0,0,249.86,-15.1121,-14.9187,-15.0,0,2000.0,758.71,0.0,2000.0,758.71,2758.71
8427,3.0088,3.0474,3.0,0,21.88,4.1506,4.0711,4.0,0,376.52,2.017,2.0825,2.0,0,42.53,5.0534,5.1064,5.0,0,133.42,-15.4138,-14.9331,-15.0,0,2000.0,574.35,0.0,2000.0,574.35,2574.35
8428,3.0421,3.0434,3.0,0,105.37,4.1738,4.0686,4.0,0,434.45,2.0358,2.0892,2.0,0,89.5,5.2213,5.1084,5.0,0,553.36,-15.6775,-14.9571,-15.0,0,0.0,1182.68,0.0,0.0,1182.68,1182.68
8429,3.0432,3.0419,3.0,0,108.01,4.0709,4.0704,4.0,0,177.34,1.9544,2.0987,2.0,0,0.0,5.1795,5.1086,5.0,0,448.69,-15.5418,-14.9859,-15.0,0,0.0,734.05,0.0,0.0,734.05,734.05
8430,3.0037,3.0385,3.0,0,9.13,4.0801,4.0687,4.0,0,200.31,1.9714,2.0998,2.0,0,0.0,5.1354,5.105,5.0,0,338.54,-15.4382,-14.9993,-15.0,0,0.0,547.98,0.0,0.0,547.98,547.98
8431,3.0233,3.0436,3.0,0,58.3,4.072,4.0645,4.0,0,180.02,1.9986,2.0951,2.0,0,0.0,5.0846,5.1124,5.0,0,211.52,-15.3685,-15.0151,-15.0,0,0.0,449.84,0.0,0.0,449.84,449.84
8432,2.9819,3.0513,3.0,0,0.0,4.0768,4.0651,4.0,0,191.98,2.0369,2.1027,2.0,0,92.31,5.0463,5.1179,5.0,0,115.71,-15.2534,-15.0386,-15.0,0,0.0,400.0,0.0,0.0,400.0,400.0
8433,3.0095,3.0426,3.0,0,23.86,4.0906,4.0577,4.0,0,226.46,2.1208,2.0951,2.0,0,301.91,5.06,5.1068,5.0,0,150.1,-15.1117,-15.0529,-15.0,0,0.0,702.32,0.0,0.0,702.32,702.32
8434,2.9669,3.0411,3.0,0,0.0,4.1072,4.0477,4.0,0,268.05,2.1595,2.0887,2.0,0,398.72,5.0506,5.1137,5.0,0,126.52,-15.0559,-15.0518,-15.0,0,0.0,793.29,0.0,0.0,793.29,793.29
8435,3.0257,3.0382,3.0,1,64.28,4.1637,4.0531,4.0,0,409.3,2.1836,2.0901,2.0,0,459.0,5.0338,5.1178,5.0,0,84.6,-14.9391,-15.0456,-15.0,0,0.0,1017.18,0.0,0.0,1017.18,1017.18
8436,3.1994,3.0442,3.0,0,498.45,4.0893,4.0499,4.0,0,223.16,2.1686,2.0923,2.0,0,421.41,5.0748,5.1169,5.0,0,186.9,-14.7847,-15.0434,-15.0,0,0.0,1329.92,0.0,0.0,1329.92,1329.92
8437,3.0914,3.0513,3.0,0,228.62,4.1128,4.0434,4.0,0,281.96,2.2127,2.0916,2.0,0,531.66,5.165,5.118,5.0,0,412.59,-14.7046,-15.0402,-15.0,0,0.0,1454.84,0.0,0.0,1454.84,1454.84
8438,3.0809,3.0491,3.0,0,202.25,3.975,4.048,4.0,0,0.0,2.1847,2.0996,2.0,0,461.73,5.1009,5.1134,5.0,0,252.33,-14.5456,-15.0228,-15.0,0,0.0,916.31,0.0,0.0,916.31,916.31
8439,3.0721,3.0417,3.0,0,180.3,3.9687,4.0497,4.0,0,0.0,2.1038,2.1026,2.0,0,259.54,5.0885,5.1153,5.0,0,221.21,-14.447,-15.0067,-15.0,0,2000.0,661.05,0.0,2000.0,661.05,2661.05
8440,3.0854,3.0424,3.0,0,213.55,3.991,4.0464,4.0,0,0.0,2.0458,2.0974,2.0,1,114.48,5.0841,5.1088,5.0,0,210.25,-14.872,-14.9941,-15.0,0,2000.0,538.27,0.0,2000.0,538.27,2538.27
8441,3.0417,3.0433,3.0,0,104.26,4.0633,4.0415,4.0,0,158.17,2.2961,2.0987,2.0,0,740.14,5.0965,5.1125,5.0,0,241.18,-15.1301,-14.9911,-15.0,0,2000.0,1243.75,0.0,2000.0,1243.75,3243.75
8442,3.0226,3.0419,3.0,0,56.45,4.1597,4.0445,4.0,0,399.15,2.2439,2.1036,2.0,0,609.68,5.15,5.1112,5.0,0,374.95,-15.3172,-15.012,-15.0,0,2000.0,1440.23,0.0,2000.0,1440.23,3440.23
8443,3.0448,3.0385,3.0,0,111.96,4.109,4.0517,4.0,0,272.57,2.1705,2.1048,2.0,0,426.16,5.101,5.1094,5.0,0,252.46,-15.5064,-15.028,-15.0,0,0.0,1063.14,0.0,0.0,1063.14,1063.14
8444,3.051,3.0395,3.0,0,127.52,4.1894,4.0518,4.0,0,473.42,2.2708,2.0941,2.0,0,677.03,5.119,5.1072,5.0,0,297.57,-15.3708,-15.034,-15.0,0,0.0,1575.55,0.0,0.0,1575.55,1575.55
8445,3.0799,3.0429,3.0,0,199.76,4.0427,4.0574,4.0,0,106.78,2.2605,2.0915,2.0,0,651.23,5.072,5.1071,5.0,0,180.01,-15.2951,-15.0448,-15.0,0,0.0,1137.79,0.0,0.0,1137.79,1137.79
8446,3.0394,3.042,3.0,0,98.62,4.119,4.0543,4.0,0,297.57,2.2807,2.0848,2.0,0,701.86,5.1347,5.105,5.0,0,336.77,-15.3065,-15.0455,-15.0,0,0.0,1434.82,0.0,0.0,1434.82,1434.82
8447,3.0176,3.0457,3.0,1,44.07,4.1117,4.0523,4.0,0,279.27,2.1684,2.0857,2.0,0,421.02,5.192,5.0969,5.0,0,479.93,-15.1572,-15.0545,-15.0,0,0.0,1224.28,0.0,0.0,1224.28,1224.28
8448,3.2653,3.0425,3.0,0,663.18,4.1186,4.0504,4.0,0,296.58,2.1906,2.0916,2.0,0,476.52,5.0326,5.1013,5.0,0,81.58,-15.1024,-15.0526,-15.0,0,0.0,1517.86,0.0,0.0,1517.86,1517.86
8449,3.2333,3.0421,3.0,0,583.16,4.072,4.0553,4.0,0,180.08,2.16,2.0938,2.0,0,399.92,5.0,5.1034,5.0,0,0.02,-14.9848,-15.0586,-15.0,0,0.0,1163.17,0.0,0.0,1163.17,1163.17
8450,3.2209,3.0516,3.0,0,552.29,4.0563,4.0519,4.0,0,140.84,2.1882,2.0903,2.0,0,470.43,5.0105,5.104,5.0,0,26.19,-14.9734,-15.0558,-15.0,0,0.0,1189.75,0.0,0.0,1189.75,1189.75
8451,3.3186,3.0503,3.0,0,796.56,4.1091,4.0545,4.0,0,272.79,2.1544,2.1042,2.0,0,385.88,5.036,5.0935,5.0,0,89.93,-14.8398,-15.0455,-15.0,0,0.0,1545.16,0.0,0.0,1545.16,1545.16
8452,3.2826,3.0529,3.0,0,706.55,4.1776,4.0482,4.0,0,443.99,2.123,2.1038,2.0,0,307.56,5.0425,5.0962,5.0,0,106.18,-14.6749,-15.0445,-15.0,0,0.0,1564.28,0.0,0.0,1564.28,1564.28
8453,3.2249,3.0568,3.0,0,562.13,4.0364,4.0569,4.0,0,91.0,2.1703,2.1055,2.0,0,425.78,4.9842,5.1016,5.0,0,0.0,-14.611,-15.0284,-15.0,0,0.0,1078.91,0.0,0.0,1078.91,1078.91
8454,3.0901,3.0576,3.0,0,225.26,3.9591,4.0599,4.0,0,0.0,2.1346,2.1118,2.0,0,336.62,5.0361,5.0971,5.0,0,90.29,-14.4886,-15.0085,-15.0,0,2000.0,652.17,0.0,2000.0,652.17,2652.17
8455,3.1136,3.0605,3.0,0,284.06,3.9385,4.0599,4.0,0,0.0,2.2062,2.1127,2.0,0,515.4,5.0076,5.0953,5.0,0,18.99,-14.8503,-15.0028,-15.0,0,2000.0,818.45,0.0,2000.0,818.45,2818.45
8456,3.1816,3.0562,3.0,0,454.09,3.9684,4.0613,4.0,1,0.0,2.1585,2.1212,2.0,0,396.27,5.0826,5.0925,5.0,0,206.54,-15.2561,-15.0018,-15.0,0,2000.0,1056.9,0.0,2000.0,1056.9,3056.9
8457,3.1953,3.0599,3.0,0,488.27,4.357,4.0561,4.0,0,892.57,2.1832,2.1209,2.0,0,458.02,5.1088,5.0927,5.0,0,272.01,-15.563,-15.0157,-15.0,0,0.0,2000.0,2000.0,0.0,4000.0,4000.0
8458,3.1736,3.0622,3.0,0,433.93,4.1477,4.074,4.0,0,369.3,2.1208,2.1222,2.0,0,302.0,5.1509,5.0983,5.0,0,377.22,-15.4666,-15.032,-15.0,0,0.0,1482.45,0.0,0.0,1482.45,1482.45
8459,3.0999,3.0675,3.0,0,249.67,4.0743,4.0721,4.0,0,185.86,1.9567,2.1317,2.0,0,0.0,5.1048,5.1024,5.0,0,261.92,-15.375,-15.0527,-15.0,0,0.0,697.44,0.0,0.0,697.44,697.44
8460,3.1721,3.0702,3.0,0,430.19,4.1248,4.0741,4.0,0,311.92,1.9764,2.1257,2.0,0,0.0,5.0955,5.0988,5.0,0,238.86,-15.2527,-15.0502,-15.0,0,0.0,980.97,0.0,0.0,980.97,980.97
8461,3.176,3.0818,3.0,0,439.95,4.1535,4.0849,4.0,0,383.69,1.9929,2.1172,2.0,0,0.0,5.0311,5.0998,5.0,0,77.85,-14.9899,-15.0533,-15.0,0,0.0,901.5,0.0,0.0,901.5,901.5
8462,3.0774,3.0878,3.0,0,193.56,4.0272,4.0917,4.0,0,67.94,2.0708,2.1121,2.0,0,177.03,5.0692,5.1041,5.0,0,173.12,-15.0248,-15.0529,-15.0,0,0.0,611.65,0.0,0.0,611.65,611.65
8463,3.1679,3.0918,3.0,0,419.65,3.9846,4.1009,4.0,0,0.0,2.108,2.1189,2.0,0,270.12,5.0785,5.0988,5.0,0,196.13,-15.0538,-15.0499,-15.0,0,0.0,885.89,0.0,0.0,885.89,885.89
8464,3.2135,3.0892,3.0,0,533.64,4.0555,4.0952,4.0,0,138.65,2.1698,2.107,2.0,0,424.55,5.0952,5.0988,5.0,0,238.02,-15.0526,-15.0499,-15.0,0,0.0,1334.85,0.0,0.0,1334.85,1334.85
8465,3.1221,3.0882,3.0,0,305.24,4.1287,4.0929,4.0,0,321.8,2.2245,2.1034,2.0,0,561.33,5.1367,5.0959,5.0,0,341.79,-14.8827,-15.0492,-15.0,0,0.0,1530.16,0.0,0.0,1530.16,1530.16
8466,3.1379,3.0922,3.0,0,344.67,4.0685,4.0968,4.0,1,171.37,2.2103,2.1102,2.0,0,525.74,5.0811,5.1018,5.0,0,202.71,-14.8189,-15.0459,-15.0,0,0.0,1244.5,0.0,0.0,1244.5,1244.5
8467,3.1156,3.0863,3.0,0,288.92,4.4203,4.0941,4.0,0,1050.65,2.1275,2.1095,2.0,0,318.84,5.1748,5.0971,5.0,0,436.93,-14.7424,-15.041,-15.0,0,0.0,2000.0,2000.0,0.0,4000.0,4000.0
8468,3.1446,3.0779,3.0,0,361.53,4.2052,4.0961,4.0,0,512.88,2.1937,2.1069,2.0,0,484.31,5.1229,5.1048,5.0,0,307.26,-14.6874,-15.0288,-15.0,0,0.0,1665.98,0.0,0.0,1665.98,1665.98
8469,2.9867,3.0749,3.0,0,0.0,4.157,4.0989,4.0,0,392.57,2.2208,2.1012,2.0,0,551.91,5.1049,5.0996,5.0,0,262.13,-14.6256,-15.0218,-15.0,0,0.0,1206.62,0.0,0.0,1206.62,1206.62
8470,3.078,3.0703,3.0,0,195.05,4.1005,4.108,4.0,0,251.14,2.107,2.1074,2.0,0,267.62,5.0515,5.0982,5.0,0,128.68,-14.533,-15.0023,-15.0,0,0.0,842.49,0.0,0.0,842.49,842.49
8471,3.1792,3.0742,3.0,0,448.07,4.1771,4.1013,4.0,0,442.81,2.0104,2.1095,2.0,0,26.09,5.0679,5.0857,5.0,0,169.67,-14.482,-14.9838,-15.0,0,2000.0,1086.64,0.0,2000.0,1086.64,3086.64
8472,3.091,3.0806,3.0,0,227.6,4.117,4.1022,4.0,0,292.55,1.9903,2.1063,2.0,0,0.0,5.0307,5.0805,5.0,0,76.63,-14.8677,-14.9708,-15.0,0,2000.0,596.77,0.0,2000.0,596.77,2596.77
8473,3.0617,3.0818,3.0,0,154.23,4.0621,4.1021,4.0,0,155.13,2.0272,2.1004,2.0,0,68.04,4.9319,5.0774,5.0,0,0.0,-15.1649,-14.9813,-15.0,0,2000.0,377.4,0.0,2000.0,377.4,2377.4
8474,3.0281,3.0833,3.0,0,70.29,4.0986,4.0953,4.0,0,246.4,2.108,2.0995,2.0,0,270.05,4.9817,5.0693,5.0,0,0.0,-15.4862,-14.9832,-15.0,0,2000.0,586.74,0.0,2000.0,586.74,2586.74
8475,3.0082,3.0845,3.0,0,20.49,4.0733,4.0911,4.0,0,183.33,2.0798,2.1062,2.0,0,199.6,4.9213,5.0686,5.0,0,0.0,-15.7714,-15.0136,-15.0,0,0.0,403.43,0.0,0.0,403.43,403.43
8476,3.0396,3.0783,3.0,0,99.12,4.0683,4.0859,4.0,0,170.74,2.0181,2.1054,2.0,0,45.33,5.0134,5.0603,5.0,0,33.6,-15.6617,-15.0419,-15.0,0,0.0,348.78,0.0,0.0,348.78,348.78
8477,3.0388,3.0763,3.0,0,97.07,4.0137,4.0967,4.0,0,34.23,2.064,2.1078,2.0,0,159.95,5.0186,5.0646,5.0,0,46.55,-15.4859,-15.064,-15.0,0,0.0,337.8,0.0,0.0,337.8,337.8
8478,2.9419,3.0784,3.0,0,0.0,4.0734,4.087,4.0,0,183.39,2.0679,2.0988,2.0,0,169.7,5.0252,5.0582,5.0,0,62.95,-15.4421,-15.0811,-15.0,0,0.0,416.04,0.0,0.0,416.04,416.04
8479,3.061,3.0719,3.0,0,152.59,4.1329,4.0898,4.0,0,332.13,1.9889,2.0977,2.0,0,0.0,4.8946,5.0701,5.0,0,0.0,-15.3834,-15.0908,-15.0,0,0.0,484.71,0.0,0.0,484.71,484.71
8480,3.1271,3.0692,3.0,0,317.84,4.0708,4.085,4.0,0,177.1,2.0241,2.0989,2.0,0,60.17,4.9449,5.0697,5.0,0,0.0,-15.3872,-15.0952,-15.0,0,0.0,555.11,0.0,0.0,555.11,555.11
8481,3.1285,3.0663,3.0,0,321.35,4.1106,4.0867,4.0,0,276.59,1.9632,2.1019,2.0,0,0.0,4.958,5.0702,5.0,0,0.0,-15.1703,-15.1112,-15.0,0,0.0,597.94,0.0,0.0,597.94,597.94
8482,3.1077,3.075,3.0,0,269.33,4.1495,4.0904,4.0,0,373.83,1.9743,2.107,2.0,0,0.0,4.9886,5.0662,5.0,0,0.0,-15.1301,-15.1147,-15.0,0,0.0,643.17,0.0,0.0,643.17,643.17
8483,3.1391,3.0761,3.0,0,347.77,4.1361,4.0966,4.0,0,340.19,2.1286,2.1078,2.0,0,321.38,5.0091,5.0624,5.0,0,22.71,-15.0394,-15.1252,-15.0,0,0.0,1032.05,0.0,0.0,1032.05,1032.05
8484,3.1622,3.0772,3.0,0,405.52,4.1365,4.0965,4.0,0,341.15,2.2182,2.1025,2.0,0,545.44,4.9535,5.0641,5.0,0,0.0,-14.9495,-15.1217,-15.0,0,0.0,1292.11,0.0,0.0,1292.11,1292.11
8485,3.0729,3.078,3.0,0,182.13,4.0347,4.0886,4.0,0,86.79,2.1642,2.1007,2.0,0,410.59,4.9748,5.0584,5.0,0,0.0,-14.8688,-15.1195,-15.0,0,0.0,679.51,0.0,0.0,679.51,679.51
8486,3.1169,3.0796,3.0,0,292.16,3.9552,4.0943,4.0,0,0.0,2.2651,2.0994,2.0,0,662.76,5.0183,5.0625,5.0,0,45.65,-14.8236,-15.1103,-15.0,0,0.0,1000.57,0.0,0.0,1000.57,1000.57
8487,3.029,3.0852,3.0,0,72.43,3.9972,4.0928,4.0,0,0.0,2.2327,2.0965,2.0,1,581.84,5.0219,5.0672,5.0,0,54.7,-14.7195,-15.0924,-15.0,0,0.0,708.97,0.0,0.0,708.97,708.97
8488,3.0697,3.0853,3.0,0,174.32,3.975,4.0915,4.0,0,0.0,2.3343,2.097,2.0,0,835.83,5.0047,5.0622,5.0,0,11.81,-14.682,-15.0786,-15.0,0,0.0,1021.96,0.0,0.0,1021.96,1021.96
8489,3.0278,3.0858,3.0,0,69.53,4.0131,4.091,4.0,0,32.83,2.3111,2.0961,2.0,0,777.67,5.0787,5.0689,5.0,0,196.73,-14.5178,-15.0674,-15.0,0,0.0,1076.76,0.0,0.0,1076.76,1076.76
8490,2.9935,3.0862,3.0,0,0.0,3.9837,4.0899,4.0,0,0.0,2.1995,2.1044,2.0,0,498.66,5.0982,5.0608,5.0,0,245.62,-14.4552,-15.0445,-15.0,0,2000.0,744.28,0.0,2000.0,744.28,2744.28
8491,3.0637,3.0834,3.0,0,159.23,3.9243,4.0884,4.0,0,0.0,2.1245,2.1085,2.0,0,311.22,5.1489,5.0683,5.0,0,372.29,-14.7866,-15.0302,-15.0,0,2000.0,842.73,0.0,2000.0,842.73,2842.73
8492,3.0544,3.0867,3.0,0,136.01,4.0015,4.0795,4.0,0,3.83,2.1323,2.1073,2.0,0,330.71,5.1575,5.0669,5.0,0,393.67,-15.0796,-15.0333,-15.0,0,2000.0,864.21,0.0,2000.0,864.21,2864.21
8493,3.0755,3.0824,3.0,0,188.63,4.1833,4.0827,4.0,0,458.3,2.1497,2.1065,2.0,0,374.15,5.0878,5.0713,5.0,0,219.55,-15.4568,-15.045,-15.0,0,2000.0,1240.63,0.0,2000.0,1240.63,3240.63
8494,3.0685,3.0889,3.0,0,171.18,4.1426,4.0882,4.0,0,356.54,2.0739,2.1057,2.0,0,184.81,5.0708,5.0772,5.0,0,177.01,-15.5587,-15.0665,-15.0,0,0.0,889.55,0.0,0.0,889.55,889.55
8495,3.0873,3.0861,3.0,0,218.3,4.1259,4.1051,4.0,0,314.72,1.9584,2.1083,2.0,0,0.0,5.1226,5.0862,5.0,0,306.5,-15.4253,-15.0851,-15.0,0,0.0,839.51,0.0,0.0,839.51,839.51
8496,3.0843,3.0777,3.0,0,210.65,4.167,4.097,4.0,0,417.44,1.9513,2.1032,2.0,0,0.0,5.1337,5.0776,5.0,0,334.35,-15.2528,-15.1034,-15.0,0,0.0,962.44,0.0,0.0,962.44,962.44
8497,3.0565,3.0784,3.0,0,141.37,4.0666,4.098,4.0,0,166.57,1.9624,2.1055,2.0,0,0.0,5.1222,5.0815,5.0,0,305.55,-15.1511,-15.1089,-15.0,0,0.0,613.5,0.0,0.0,613.5,613.5
8498,3.2067,3.077,3.0,0,516.69,4.0485,4.097,4.0,0,121.35,2.0362,2.1042,2.0,0,90.42,5.2186,5.0787,5.0,0,546.61,-15.0018,-15.1087,-15.0,0,0.0,1275.07,0.0,0.0,1275.07,1275.07
8499,3.2334,3.0828,3.0,0,583.38,4.0225,4.0935,4.0,0,56.23,1.985,2.1013,2.0,0,0.0,5.147,5.0728,5.0,0,367.47,-14.8549,-15.1123,-15.0,0,0.0,1007.07,0.0,0.0,1007.07,1007.07
8500,3.1809,3.0831,3.0,0,452.15,4.1014,4.0909,4.0,0,253.57,2.0349,2.1123,2.0,0,87.23,5.0767,5.0778,5.0,0,191.82,-14.81,-15.1055,-15.0,0,0.0,984.77,0.0,0.0,984.77,984.77
