time_min,T_air_room1_degC,T_prod_room1_degC,T_setpoint_room1_degC,door_open_room1,cooling_allocated_room1_W,T_air_room2_degC,T_prod_room2_degC,T_setpoint_room2_degC,door_open_room2,cooling_allocated_room2_W,T_air_room3_degC,T_prod_room3_degC,T_setpoint_room3_degC,door_open_room3,cooling_allocated_room3_W,T_air_room4_degC,T_prod_room4_degC,T_setpoint_room4_degC,door_open_room4,cooling_allocated_room4_W,T_air_room5_degC,T_prod_room5_degC,T_setpoint_room5_degC,door_open_room5,cooling_allocated_room5_W,P1_primary_W,P2_secondary_W,P3_freezer_W,P_total_fridge_W,P_total_W
1181,1.2769,1.5098,1.0392,0,594.1,2.3827,2.6379,2.3758,0,17.25,0.3154,0.6696,0.1114,0,510.02,4.4463,4.3491,4.1449,0,753.51,-17.6254,-17.6122,-17.65,0,0.0,1874.88,0.0,0.0,1874.88,1874.88
1182,1.2809,1.5013,1.0392,0,604.22,2.4138,2.6283,2.3758,0,95.0,0.4234,0.6718,0.1114,0,780.0,4.3325,4.3479,4.1449,0,468.99,-17.5967,-17.6041,-17.65,0,0.0,1948.22,0.0,0.0,1948.22,1948.22
1183,1.2436,1.5052,1.0392,0,510.89,2.4361,2.6243,2.3758,0,150.81,0.3836,0.6642,0.1114,0,680.53,4.2877,4.3495,4.1449,0,356.97,-17.4741,-17.6062,-17.65,0,0.0,1699.2,0.0,0.0,1699.2,1699.2
1184,1.2634,1.4981,1.0392,0,560.46,2.4377,2.6129,2.3758,1,154.9,0.373,0.6663,0.1114,0,654.06,4.2014,4.3516,4.1449,0,141.23,-17.3585,-17.6065,-17.65,0,0.0,1510.65,0.0,0.0,1510.65,1510.65
1185,1.3152,1.4961,1.0392,0,689.96,2.7308,2.612,2.3758,0,887.5,0.3348,0.6636,0.1114,0,558.54,4.2305,4.3511,4.1449,0,213.99,-17.2216,-17.5937,-17.65,0,0.0,2000.0,2000.0,0.0,4000.0,4000.0
1186,1.2273,1.4974,1.0392,0,470.13,2.5738,2.6107,2.3758,0,495.06,0.3441,0.6631,0.1114,1,581.81,4.273,4.346,4.1449,0,320.36,-17.1716,-17.5807,-17.65,0,0.0,1867.36,0.0,0.0,1867.36,1867.36
1187,1.1765,1.4845,1.0392,0,343.16,2.5354,2.6159,2.3758,0,399.07,0.5576,0.6584,0.1114,0,1115.56,4.1648,4.3425,4.1449,0,49.65,-17.0808,-17.5675,-17.65,0,2000.0,1907.43,0.0,2000.0,1907.43,3907.43
1188,1.1624,1.4786,1.0392,0,307.86,2.5377,2.6164,2.3758,0,404.81,0.5513,0.656,0.1114,0,1099.75,4.1213,4.3414,4.1449,0,0.0,-17.3173,-17.5664,-17.65,0,2000.0,1812.42,0.0,2000.0,1812.42,3812.42
1189,1.1516,1.4702,1.0392,0,280.81,2.6411,2.6211,2.3758,0,663.38,0.5006,0.6431,0.1114,0,973.04,4.2224,4.3319,4.1449,0,193.88,-17.7284,-17.5575,-17.65,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
1190,1.2135,1.4635,1.0392,0,435.7,2.5549,2.6262,2.3758,0,447.87,0.4724,0.6395,0.1114,0,902.51,4.2967,4.3263,4.1449,0,379.64,-17.9684,-17.5742,-17.65,0,2000.0,2000.0,2000.0,2000.0,4000.0,6000.0
1191,1.127,1.4586,1.0392,0,219.48,2.4759,2.6148,2.3758,0,250.32,0.5029,0.6378,0.1114,0,978.96,4.3329,4.3253,4.1449,0,469.95,-18.21,-17.5943,-17.65,0,0.0,1918.71,0.0,0.0,1918.71,1918.71
1192,1.1825,1.4434,1.0392,0,358.03,2.4749,2.6158,2.3758,0,247.7,0.5081,0.6309,0.1114,0,991.77,4.2493,4.3264,4.1449,0,261.11,-18.0236,-17.6162,-17.65,0,0.0,1858.61,0.0,0.0,1858.61,1858.61
1193,1.2498,1.4309,1.0392,0,526.41,2.3873,2.6191,2.3758,0,28.73,0.4925,0.6355,0.1114,0,952.85,4.2669,4.3301,4.1449,0,305.09,-17.8796,-17.6266,-17.65,0,0.0,1813.08,0.0,0.0,1813.08,1813.08
1194,1.0831,1.4275,1.0392,0,109.63,2.3975,2.6152,2.3758,0,54.29,0.395,0.6377,0.1114,0,709.16,4.2659,4.3225,4.1449,0,302.39,-17.7746,-17.6342,-17.65,0,0.0,1175.48,0.0,0.0,1175.48,1175.48
1195,1.1042,1.4257,1.0392,0,162.26,2.4372,2.6035,2.3758,0,153.48,0.4164,0.6343,0.1114,0,762.65,4.209,4.3191,4.1449,0,160.25,-17.6951,-17.6286,-17.65,0,0.0,1238.64,0.0,0.0,1238.64,1238.64
1196,1.1535,1.4158,1.0392,0,285.75,2.5058,2.5949,2.3758,0,325.1,0.4747,0.628,0.1114,0,908.27,4.2274,4.3192,4.1449,0,206.25,-17.6843,-17.6214,-17.65,0,0.0,1725.37,0.0,0.0,1725.37,1725.37
1197,1.1864,1.4041,1.0392,0,367.8,2.5099,2.5887,2.3758,0,335.29,0.3581,0.6318,0.1114,0,616.97,4.1945,4.3244,4.1449,0,124.03,-17.4987,-17.6155,-17.65,0,0.0,1444.08,0.0,0.0,1444.08,1444.08
1198,1.1176,1.3993,1.0392,0,195.86,2.4766,2.5871,2.3758,0,251.95,0.267,0.6292,0.1114,0,389.05,4.2854,4.3218,4.1449,0,351.38,-17.4872,-17.613,-17.65,0,0.0,1188.24,0.0,0.0,1188.24,1188.24
1199,1.1215,1.4024,1.0392,0,205.72,2.454,2.5735,2.3758,0,195.56,0.3262,0.628,0.1114,0,537.22,4.2039,4.3342,4.1449,0,147.41,-17.4316,-17.607,-17.65,0,0.0,1085.91,0.0,0.0,1085.91,1085.91
1200,1.1884,1.4002,1.0392,0,372.84,2.4649,2.5738,2.3758,0,222.77,0.3164,0.6224,0.1114,0,512.55,4.2004,4.3321,4.1449,0,138.86,-17.3568,-17.6075,-17.65,0,0.0,1247.01,0.0,0.0,1247.01,1247.01
1201,1.1555,1.3878,1.0392,0,290.62,2.4796,2.5654,2.3758,1,259.64,0.2435,0.6194,0.1114,0,330.34,4.2405,4.3315,4.1449,0,239.05,-17.3928,-17.5993,-17.65,0,0.0,1119.65,0.0,0.0,1119.65,1119.65
1202,1.174,1.3774,1.0392,0,336.77,2.8274,2.5611,2.3758,0,1129.03,0.2607,0.612,0.1114,0,373.42,4.2369,4.3282,4.1449,0,229.97,-17.2348,-17.6003,-17.65,0,0.0,2000.0,2000.0,0.0,4000.0,4000.0
1203,1.1411,1.3764,1.0392,0,254.61,2.6898,2.5655,2.3758,0,785.03,0.2679,0.5977,0.1114,0,391.37,4.1443,4.3202,4.1449,0,0.0,-17.2373,-17.578,-17.65,0,0.0,1431.01,0.0,0.0,1431.01,1431.01
1204,1.0741,1.3697,1.0392,0,87.1,2.5912,2.5621,2.3758,0,538.53,0.2189,0.5929,0.1114,0,268.8,4.1186,4.3153,4.1449,0,0.0,-17.152,-17.5643,-17.65,0,0.0,894.43,0.0,0.0,894.43,894.43
1205,1.1109,1.3703,1.0392,0,179.24,2.4845,2.5573,2.3758,0,271.68,0.1951,0.5809,0.1114,0,209.35,4.132,4.3066,4.1449,0,0.0,-17.0528,-17.5441,-17.65,0,2000.0,660.28,0.0,2000.0,660.28,2660.28
1206,0.981,1.3734,1.0392,0,0.0,2.4274,2.557,2.3758,0,129.01,0.1731,0.5729,0.1114,0,154.49,4.2626,4.3002,4.1449,0,294.25,-17.4023,-17.5326,-17.65,0,2000.0,577.75,0.0,2000.0,577.75,2577.75
1207,0.9743,1.3722,1.0392,0,0.0,2.487,2.5451,2.3758,0,278.03,0.1403,0.5608,0.1114,0,72.31,4.248,4.3042,4.1449,0,257.7,-17.6748,-17.537,-17.65,0,2000.0,608.03,0.0,2000.0,608.03,2608.03
1208,1.1352,1.3586,1.0392,0,239.76,2.467,2.5509,2.3758,0,227.99,0.1635,0.5576,0.1114,0,130.42,4.313,4.314,4.1449,0,420.28,-18.0062,-17.5554,-17.65,0,2000.0,1018.45,0.0,2000.0,1018.45,3018.45
1209,1.2094,1.3509,1.0392,0,425.28,2.4454,2.5498,2.3758,0,174.05,0.1667,0.5517,0.1114,0,138.47,4.3469,4.3088,4.1449,0,505.11,-18.2598,-17.5792,-17.65,0,0.0,1242.91,0.0,0.0,1242.91,1242.91
1210,1.2087,1.3579,1.0392,0,423.62,2.434,2.55,2.3758,0,145.65,0.2523,0.5472,0.1114,0,352.29,4.2966,4.3009,4.1449,0,379.26,-18.0895,-17.6003,-17.65,0,0.0,1300.83,0.0,0.0,1300.83,1300.83
1211,1.2298,1.343,1.0392,0,476.5,2.4036,2.559,2.3758,0,69.46,0.1145,0.5414,0.1114,1,7.77,4.2197,4.3054,4.1449,0,186.98,-17.8497,-17.614,-17.65,0,0.0,740.71,0.0,0.0,740.71,740.71
1212,1.147,1.3399,1.0392,0,269.42,2.4599,2.5554,2.3758,0,210.19,0.3685,0.5329,0.1114,0,642.89,4.2004,4.311,4.1449,0,138.85,-17.6054,-17.6291,-17.65,0,0.0,1261.36,0.0,0.0,1261.36,1261.36
1213,1.202,1.3399,1.0392,0,406.8,2.4565,2.5582,2.3758,0,201.79,0.2789,0.5273,0.1114,0,418.77,4.313,4.3091,4.1449,0,420.39,-17.5367,-17.6255,-17.65,0,0.0,1447.74,0.0,0.0,1447.74,1447.74
1214,1.1377,1.3404,1.0392,0,246.16,2.3953,2.5568,2.3758,0,48.79,0.2069,0.5219,0.1114,0,238.86,4.3209,4.3075,4.1449,0,440.13,-17.5421,-17.6121,-17.65,0,0.0,973.94,0.0,0.0,973.94,973.94
1215,1.1863,1.3281,1.0392,0,367.76,2.4158,2.5585,2.3758,0,100.11,0.201,0.5109,0.1114,0,224.19,4.4186,4.308,4.1449,0,684.32,-17.441,-17.6097,-17.65,0,0.0,1376.37,0.0,0.0,1376.37,1376.37
1216,1.2459,1.3266,1.0392,0,516.75,2.3515,2.5519,2.3758,0,0.0,0.1252,0.5074,0.1114,0,34.73,4.2957,4.317,4.1449,0,377.13,-17.4027,-17.5958,-17.65,0,0.0,928.61,0.0,0.0,928.61,928.61
1217,1.1943,1.3266,1.0392,0,387.6,2.4069,2.5488,2.3758,0,77.8,0.0914,0.5011,0.1114,0,0.0,4.3342,4.3244,4.1449,0,473.22,-17.277,-17.5807,-17.65,0,0.0,938.62,0.0,0.0,938.62,938.62
1218,1.1861,1.3211,1.0392,0,367.06,2.3871,2.5482,2.3758,0,28.17,0.064,0.4999,0.1114,0,0.0,4.2827,4.3331,4.1449,0,344.6,-17.1602,-17.5795,-17.65,0,0.0,739.83,0.0,0.0,739.83,739.83
1219,1.2091,1.3208,1.0392,0,424.74,2.4263,2.542,2.3758,0,126.28,0.2388,0.4884,0.1114,0,318.68,4.2495,4.3355,4.1449,0,261.48,-17.1629,-17.5625,-17.65,0,0.0,1131.18,0.0,0.0,1131.18,1131.18
